"diseaseID","disease_name","part","age","infect","insurance","department","checklist","treatment","drugs","period","rate","money"
1792,老年性外阴萎缩,外阴 皮肤,中老年女性常见,无传染性,非医保疾病,妇科,阴道镜 真菌组织病理学 性激素六项 [详细],药物治疗 ,尼尔雌醇片 复方八维甲睾酮 雌二醇缓释贴片,1--3个月,30%,市三甲医院约（5000-10000元）
1793,椎管狭窄症,全身,患者年龄在40岁以上,无传染性,医保疾病,脑外科 神经内科,脊椎平片 颈椎CT 脑脊液蛋白 [详细],未知,丹鹿通督片 换骨丸 参龙补肾胶囊,nan,暂无相关资料,nan
1794,背部弹力纤维瘤,肩部,老年妇女,无传染性,非医保疾病,肿瘤科 皮肤科,病理反射检查 [详细],手术治疗、药物治疗 ,应该如何用药？用什么药？,nan,100%,nan
1795,老年人慢性肾功能衰竭,肾 全身,老年人,无传染性,非医保疾病,肾内科 老年科,肾功能 尿常规 放射性核素肾图 放射性核素肾扫描 血液生化六项 [详细],病因治疗 ,注射用左卡尼汀 尿毒清颗粒(无,1-3个月,10%,市三甲医院约（5000-10000元）
1796,变异型心绞痛,心脏 血液血管,中老年人,无传染性,非医保疾病,心血管内科,心电图 心肌灌注显像 冠状动脉造影 激发试验 [详细],药物治疗 ,硝苯地平片 硝苯地平片 单硝酸异山梨酯,1-3个月,50-70%,市三甲医院约（10000 —— 20000元）
1797,甲状腺功能减退伴发的精神障碍,心理 甲状腺,中年多见,无传染性,非医保疾病,内分泌科 精神病科,甲状腺吸碘试验 心电图 多普勒超声心动图 脑电图 血脂 [详细],暂无,天麻醒脑胶囊 尼麦角林片 盐酸氯丙嗪片,nan,暂无相关资料,暂无相关资料
1798,弥散性血管内凝血,血液血管 全身,感染性疾病和恶性疾病多发,无传染性,医保疾病,血液科,凝血酶原时间 凝血酶时间 β血小板球蛋白和血小板第4因子 3p试验 纤维蛋白降解产物 [详细],药物治疗 ,肝素钠乳膏 华法林钠片 舍雷肽酶肠溶片,7-14天,10%,不同医院收费标准不一致，市三甲医院约（5000-10000元）
1799,急性腹膜炎,腹膜,腹腔脏器疾病多发,无传染性,医保疾病,胃肠外科 消化内科,呼吸运动检查 WBC 尿常规 血液生化六项 腹壁反射 [详细],药物、手术治疗 ,奥硝唑片 氟康唑片 磷霉素钙胶囊,1-7天,80%,nan
1800,氯气中毒,肺 全身,工人多见，多见于青壮年,无传染性,医保疾病,急诊科 呼吸内科,胸部平片 WBC [详细],药物治疗 ,应该如何用药？用什么药？,2--8周,30--50%,nan
1801,多睾症,睾丸,新生儿,无传染性,非医保疾病,男科 泌尿外科,nan,手术治疗 ,应该如何用药？用什么药？,21--30天,30%,nan
1802,药物性皮炎,皮肤,使用特殊药物多发,无传染性,医保疾病,皮肤性病 皮肤科,肾功能 肝功能 皮内试验 激发试验 放射变态反应原吸附试验 [详细],药物治疗 ,泼尼松 地塞米松片 维生素c注射液,7天,80%,nan
1803,颌骨癌,口,成年人,无传染性,非医保疾病,肿瘤科 口腔科,颌面部检查 颌面五官CT p53基因 [详细],手术治疗、药物治疗 ,平消胶囊 华蟾素胶囊 参一胶囊,1--6个月,10%,nan
1804,五更泄,腹部,老年人,无传染性,非医保疾病,中医科,暂无相关资料,艾灸治疗、中医药物治疗、饮食治疗 ,肠胃宁片 参茸固本还少丸 肠胃宁胶囊,7-14天,90%,市三甲医院约（1000—— 3000元）
1805,色欲伤,女性生殖 男性生殖,青年多见,无传染性,非医保疾病,中医科,nan,中医药物治疗 ,应该如何用药？用什么药？,30-60天,80%,nan
1806,萎缩纹,皮肤 腹部,青年多见,无传染性,医保疾病,皮肤科 产科,皮损 真菌组织病理学 [详细],中医药物治疗、饮食治疗 ,皮肤光学治疗仪,3个月,40%,nan
1807,晚期先天性梅毒,全身,多发生在2岁以后,有传染性,非医保疾病,性病科,梅毒血清试验 基因诊断技术检测梅毒螺旋体 梅毒螺旋体血球凝集试验 [详细],暂无,>> 应该如何用药？用什么药？,nan,暂无相关资料,暂无相关资料
1808,营养性巨幼红细胞性贫血,血液血管 全身,多见于婴幼儿、尤其是2岁以内,无传染性,医保疾病,血液科 营养科,维生素B12 血液生化六项 骨髓象分析 红细胞大小异常 维生素 [详细],药物治疗 支持性治疗 ,维生素C片 叶酸维B12片 叶酸维B12片,1-2个月,80%,市三甲医院约（1000——5000元）
1809,上颌窦恶性肿瘤,鼻,本病多见于50岁以上,无传染性,医保疾病,肿瘤科 耳鼻喉科,耳鼻咽喉CT 血液检查 [详细],手术治疗、化疗 ,应该如何用药？用什么药？,1-3个月,外科手术治愈率约为55%,nan
1810,胫骨平台骨折,小腿 下肢骨,无特殊发病群体,无传染性,非医保疾病,骨科 急诊科,四肢的骨和关节平片 MRI [详细],手术治疗 ,伤科接骨片 云南白药胶囊 骨康胶囊,治疗周期90天,治愈率93%,nan
1811,肾虚眩晕,肾 全身,性活跃人群多发,无传染性,非医保疾病,中医科,nan,药物治疗 ,六味地黄丸 六味地黄丸 六味地黄丸,3个月,70%,nan
1812,精囊囊肿,男性生殖,中青年男性,无传染性,医保疾病,男科 生殖健康,膀胱镜 精液肉毒碱 前列腺、精囊腺的超声检查 [详细],药物治疗、手术治疗 ,盐酸左旋咪唑片 盐酸左旋咪唑肠,3-8周,99%,nan
1813,混合性结缔组织病,免疫系统,中青年多案发,无传染性,医保疾病,风湿科 中医科,尿常规 血沉 大生化检查 血清可提取性核抗原 血清类风湿因子 [详细],药物治疗 ,清热解毒胶囊 清热解毒口服液 清热解毒片,2-5年,55%,nan
1814,老年人心肌梗死,心脏 肌肉,老年人,无传染性,非医保疾病,心血管内科 老年科,心肌酶 血清谷草转氨酶 心电图 乳酸脱氢酶 血清甘油三酯 [详细],一般疗法、药物疗法、物理疗法 ,酒石酸美托洛尔 曲匹地尔片 阿替洛尔片,nan,70%,市三甲医院约2000-10000元
1815,糖尿病心脏病,胰腺 心脏,中老年人,无传染性,非医保疾病,内分泌科 心血管内科,心电图 MRI 冠状动脉造影 动态心电图 心血管疾病的超声诊断 [详细],西药治疗 ,玉泉颗粒 羟苯磺酸钙胶囊,5-6个月,30%,市三甲医院约（10000 —— 50000元）
1816,代孕,女性生殖,暂无相关资料,暂无相关资料,非医保疾病,产科 生殖健康,肝功能检查 尿常规 产前的口腔检查 产后检查 脱畸全套检查 [详细],暂无,>> 应该如何用药？用什么药？,nan,暂无相关资料,暂无相关资料
1817,脑挫裂伤,颅脑,外伤造成多见,无传染性,医保疾病,脑外科,颅脑MRI 颅脑CT 脑血管造影 [详细],手术治疗、药物治疗 ,同仁大活络丸 七十味珍珠丸 偏瘫复原丸,30天,60%,nan
1818,钱币状湿疹,皮肤 免疫系统,所有人群,无传染性,非医保疾病,皮肤科,过敏原检测 [详细],药物治疗 ,除湿止痒洗液 卤米松/三氯生 卤米松/三氯生,1-2个月,60%,市三甲医院约（1000 —— 3000元）
1819,DF-2败血症的皮肤表现,皮肤 全身,被狗咬伤及免疫力低者多见,无传染性,非医保疾病,皮肤科 内科,脑脊液细菌培养 血液及骨髓细菌培养 [详细],药物治疗 ,乳酸左氧氟沙星 依诺沙星胶囊,1-2个月,30%,市三甲医院约10000--50000
1820,甲状腺功能减退性心肌病,心脏 甲状腺,中年女性,无传染性,非医保疾病,心血管内科 内分泌科,心电图 多普勒超声心动图 心音图 游离甲状腺指数 [详细],药物治疗 ,左甲状腺素钠片 左甲状腺素钠片 左甲状腺素钠片,1-1.5年,90%,市三甲医院约（3000 —— 8000元）
1821,肠息肉,肠,所有人群,无传染性,非医保疾病,胃肠外科 肿瘤科,免疫病理检查 血红蛋白 内镜检查 [详细],手术治疗 ,小金丸 平消片 硫化钠薄荷脑溶,3个月,20%,nan
1822,小儿情感交叉擦腿综合征,心理,见于2岁以后儿童,无传染性,非医保疾病,儿科 精神心理科,脑电图 血清铁蛋白 [详细],药物治疗、心理治疗 ,盐酸阿米替林片 奋乃静注射液 氟哌啶醇,2-6月,90%,nan
1823,梅毒性巩膜炎,眼,性活跃人群多见,有传染性,非医保疾病,眼科 传染科,MRI [详细],药物治疗 ,双氯芬酸钠滴眼 复方硫酸新霉素 氟米龙滴眼液,3-5月,95%可以治愈,市三甲医院约5000--10000;
1824,血栓性血小板减少性紫癜,血液血管 皮肤,女性稍多，但发病高峰年龄是20～60岁,无传染性,医保疾病,血液科 内科,部分凝血活酶时间 血清类风湿因子 出血时间 凝血酶时间 蛋白C [详细],暂无,双嘧达莫 双嘧达莫片 双嘧达莫片,nan,暂无相关资料,暂无相关资料
1825,外阴乳头状瘤,外阴 皮肤,发病年龄大多在40～70岁,无传染性,医保疾病,妇科 肿瘤科,肿瘤标志物 阴道分泌物涂片 妇科常规检查 [详细],手术治疗 ,桂枝茯苓胶囊 妇科千金片 华蟾素胶囊,3-5周,70%,nan
1826,胆管结石与胆管炎,胆 肝,高峰年龄都在40～50岁,无传染性,非医保疾病,肝胆外科 消化内科,白细胞数 红细胞血清总胆红素 口服胆囊造影 ERCP MRI [详细],药物治疗 ,胆石片 胆康片 珍熊胆丸,nan,100%,市三甲医院约（3000 —— 8000元）
1827,心室间隔缺损,心脏,先天性心脏病者多见于婴幼儿,无传染性,非医保疾病,心胸外科 心血管内科,心电图 心血管造影 胸部平片 二维超声心动图 多普勒超声心动图 [详细],手术治疗 药物治疗 支持性治疗 ,盐酸普萘洛尔片 富马酸比索洛尔 盐酸维拉帕米片,10-30天,30%,nan
1828,颌骨囊肿,口,多发生在青壮年,无传染性,医保疾病,口腔科 外科,MRI [详细],未知,骨刺丸 肾骨胶囊 抗骨质增生丸,nan,暂无相关资料,nan
1829,窦性停搏,心脏,器质性心脏病患者多发,无传染性,医保疾病,心血管内科 心胸外科,心电图 [详细],药物治疗 ,宁心宝胶囊 复脉定颗粒 酒石酸美托洛尔,2-4周,70%,不同医院收费标准不一致，市三甲医院约（3000 —— 5000元
1830,眼眶肉瘤,眼,儿童,无传染性,非医保疾病,眼科 肿瘤科,眼及眶区CT 眼球及眼眶检查法 [详细],手术治疗、放射治疗 ,盐酸环丙沙星滴 红霉素眼膏,3个月,30%,nan
1831,多形性日光疹,皮肤,青年女性易发,无传染性,非医保疾病,皮肤科 中医科,真菌组织病理学 免疫病理检查 [详细],药物治疗 ,复方樟脑乳膏 炉甘石洗剂 消银片,nan,100%,nan
1832,卡氏肺囊虫肺炎,肺,HIV感染者多发,无传染性,非医保疾病,呼吸内科,WBC 动脉血气分析 嗜酸性粒细胞数 肺功能 血清乳酸脱氢酶 [详细],药物治疗 ,利巴韦林颗粒 乙酰半胱氨酸泡 利巴韦林胶囊,3个月,60%,不同医院收费标准不一致，市三甲医院约（500-1000元）
1833,腺瘤,全身,患者多为女性，年龄常在40岁以下,无传染性,医保疾病,肿瘤科,甲状腺B超 一般摄片检查 钼靶X线检查 [详细],暂无,甲巯咪唑片 西黄丸 点舌丸,nan,暂无相关资料,暂无相关资料
1834,儿童期精神障碍及精神发育迟缓,颅脑,18岁内儿童,无传染性,非医保疾病,儿科 精神心理科,步态分析 [详细],支持治疗 康复治疗 ,小儿智力糖浆 奋乃静片 氢溴酸西酞普兰,6个月,10%,nan
1835,神经性贪食症,心理,B在年轻女性（<30岁）多见,无传染性,非医保疾病,精神病科 神经内科,神经系统检查 [详细],药物治疗 支持性治疗 ,解郁安神颗粒 解郁安神颗粒 盐酸氟西汀分散,3-5周,70%,市三甲医院约（2000——4000元）
1836,继发性痛经,女性生殖 盆腔,中青年多见,无传染性,医保疾病,妇科,盆腔和阴道B超 子宫输卵管造影 腹腔镜 [详细],药物治疗 ,痛经宝颗粒 妇科再造丸 痛经片,3-6个月,60%,nan
1837,新生儿ABO溶血病,血液血管 皮肤,母亲是O型血、新生儿其它血型的新生儿多见,无传染性,非医保疾病,血液科 儿科,儿童体检 羊水检查 系统胎儿超声检查 红细胞检查 血红蛋白 [详细],蓝光治疗、药物治疗、换血疗法 ,硫唑嘌呤片 维生素E软胶囊 驴胶补血颗粒,7-14天,30%,nan
1838,痴呆,颅脑,老年群体,无传染性,医保疾病,神经内科,颅脑MRI 颅脑CT 脑电图 脑脊液检查-化学检查-蛋白质检查 脑血流显像 [详细],药物治疗、非药物治疗 ,石杉碱甲片 复方活脑舒胶囊 奥拉西坦胶囊,国内最认可的有效治疗手段的该病治疗周期（,一般在正规综合三甲医院的典型病例治愈率（,nan
1839,偏执性精神病,心理,青年女性,无传染性,非医保疾病,精神病科 心理咨询,暂无相关资料,心理治疗、家庭和社会治疗、药物治疗 ,盐酸氯丙嗪片 利培酮片 氯氮平片,3-6个月,50%,市三甲医院约(1000--5000元)
1840,阴部鲍恩样丘疹病,外阴 皮肤,青年人,有传染性,非医保疾病,性病科 妇科,聚合酶链反应技术 阴道镜 真菌组织病理学 [详细],中医药物治疗、西医药物治疗 ,盐酸赛庚啶片 复方倍氯米松樟 氟轻松维B6乳膏,4-8周,75%,市三甲医院约（1000-5000元）;
1841,精囊恶性肿瘤,男性生殖,常为乳头状腺癌和肉瘤。前者多发于50岁以后，后者则在50岁以前发生。,无传染性,医保疾病,肿瘤科 泌尿外科,前列腺B超 直肠指检 血清α1-酸性糖蛋白 前列腺、精囊腺的超声检查 [详细],手术治疗、放疗、内分泌治疗 ,注射用盐酸米托 甲氨蝶呤片,国内最认可的有效治疗手段的该病治疗周期（,正规综合三甲医院的典型病例治愈率60%,nan
1842,咽囊炎,咽喉,中年多见,无传染性,非医保疾病,耳鼻喉科,间接鼻咽镜 鼻腔内镜 鼻咽部MRI 耳鼻咽喉CT [详细],药物治疗 ,鼻咽灵片 咽立爽口含滴丸 口腔溃疡散,7-14天,60%,nan
1843,房性期前收缩,心脏,心脏病患者多发,无传染性,非医保疾病,心血管内科,心电图 动态心电图 胸部CT 肺通气显像 [详细],药物治疗 ,盐酸阿普林定片 盐酸阿普林定片 盐酸阿普林定片,4-6周,85%,市三甲医院约（1000-3000元）
1844,肾动脉狭窄,肾 血液血管,主要见于中老年人,无传染性,医保疾病,心血管内科 血管外科,静脉尿路造影 卡托普利试验 卡托普利肾图试验 肾脏B超 肾脏MRI [详细],手术治疗 ,刺五加脑灵液 支架系统 PTA球囊扩张导,30天,10%,市三甲医院约（10000-50000元）
1845,慢性胆管炎,胆,中年多见,无传染性,医保疾病,消化内科 肝胆外科,ERCP 胆囊胆道B超 血清谷草转氨酶 [详细],药物治疗 ,复方胆通片 消炎利胆软胶囊 胆康片,2-6周,98%,不同医院收费标准不一致，市三甲医院约10000--40000
1846,腹膜后肿瘤,腹膜,中老年多发,无传染性,非医保疾病,肿瘤科 胃肠外科,搔弹音 腹膜后充气造影 腹部MRI [详细],药物治疗、手术治疗 ,注射用磷酸氟达 注射用磷酸氟达 磷酸氟达拉滨,1-3个月,外科手术治愈率约为60%，具体需要根据肿瘤,nan
1847,胃良性肿瘤,胃,多见于中年以上，男女无明显差别。,无传染性,医保疾病,胃肠外科,胃钡餐造影 胃肠道疾病的超声检查 胃肠道CT [详细],中医药物治疗、西医药物治疗、手术治疗 ,马来酸曲美布汀 抗癌平丸 鸦胆子油口服乳,1-3个月,外科手术治愈率约为95%，少部分可复发,nan
1848,寄生虫病,其他,各年龄段均可发病,有传染性,非医保疾病,传染科 消化内科,皮肤与组织寄生虫的病原检查 尿中寄生虫检查 十二指肠液和胆汁寄生虫 寄生虫血液检查 阴道寄生虫 骨髓异常细胞和寄生虫 [详细],药物治疗、支持疗法 ,化虫丸 双羟萘酸噻嘧啶,nan,治愈率98%,市三甲医院约200-1000元;
1849,Kartagener综合征,肺 鼻,家族遗传倾向，15岁前患者多发,无传染性,非医保疾病,呼吸内科,胸透 白细胞数 [详细],药物治疗 ,愈酚溴新口服溶 双价肾综合征出 安神补脑液,3个月,40%,nan
1850,手部神经损伤,手部 周围神经系统,中青年多见,无传染性,非医保疾病,手外科 骨科,拇指对掌肌肌力试验 小指短屈肌肌力试验 小指对掌肌肌力试验 [详细],手术治疗、药物治疗、康复治疗、功能锻炼 ,三七伤药片 七十味珍珠丸 同仁大活络丸,10-30天,80%,nan
1851,耳湿疹,耳 皮肤,婴幼儿的发病率高于成年人,无传染性,非医保疾病,皮肤科,皮肤病的物理检查 [详细],一般治疗、西医药物治疗、中医药物治疗 ,除湿止痒洗液 复方醋酸地塞米 盐酸西替利嗪片,5--7天,80%,市三甲医院约（1000——3000元）
1852,滋养细胞肿瘤,女性生殖,成年女性,无传染性,医保疾病,肿瘤科 妇科,HCG 聚合酶链反应技术 一般摄片检查 子宫输卵管造影 MRI [详细],手术治疗、西医药物治疗 ,平消胶囊 平消片 参一胶囊,30天,60%,nan
1853,直肠子宫内膜异位症,肠,发病年龄为20～40岁。,无传染性,非医保疾病,妇科 肛肠外科,阴道妇科常规检查 肛腹诊 [详细],药物治疗、手术治疗 ,妇炎净胶囊 益母草颗粒 痛经宝颗粒,8-12周,外科手术治愈率约为70%,市三甲医院约（5000 —— 10000元）
